,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,league,player_id,salary,season,season_end,season_start,team
11539,singlky01,4-May-88,"Medford, Oregon",0.8,41.8,36.2,78.6,356,9.5,6.5,2.9,10,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011,8-Jun,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228lb,NBA,singlky01,1000000,2012-13,2013,2012,Detroit Pistons
11540,singlky01,4-May-88,"Medford, Oregon",0.8,41.8,36.2,78.6,356,9.5,6.5,2.9,10,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011,8-Jun,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228lb,NBA,singlky01,1045000,2013-14,2014,2013,Detroit Pistons
11541,singlky01,4-May-88,"Medford, Oregon",0.8,41.8,36.2,78.6,356,9.5,6.5,2.9,10,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011,8-Jun,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228lb,NBA,singlky01,1090000,2014-15,2015,2014,Oklahoma City Thunder
11542,singlky01,4-May-88,"Medford, Oregon",0.8,41.8,36.2,78.6,356,9.5,6.5,2.9,10,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011,8-Jun,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228lb,NBA,singlky01,5000000,2015-16,2016,2015,Oklahoma City Thunder
11543,singlky01,4-May-88,"Medford, Oregon",0.8,41.8,36.2,78.6,356,9.5,6.5,2.9,10,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011,8-Jun,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228lb,NBA,singlky01,4837500,2016-17,2017,2016,Oklahoma City Thunder
11544,singlky01,4-May-88,"Medford, Oregon",0.8,41.8,36.2,78.6,356,9.5,6.5,2.9,10,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011,8-Jun,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228lb,NBA,singlky01,4666500,2017-18,2018,2017,Oklahoma City Thunder
11546,singlch01,21-Nov-89,"Canton, Georgia",0.6,37.6,31.9,63.3,148,8.2,4.1,3.2,2.3,42.3,Florida State University,18th overall,1st round,Washington Wizards,2011,8-Jun,"Dunwoody in Dunwoody, Georgia",Chris Singleton,Small Forward and Power Forward,Right,230lb,NBA,singlch01,1485000,2011-12,2012,2011,Washington Wizards
11547,singlch01,21-Nov-89,"Canton, Georgia",0.6,37.6,31.9,63.3,148,8.2,4.1,3.2,2.3,42.3,Florida State University,18th overall,1st round,Washington Wizards,2011,8-Jun,"Dunwoody in Dunwoody, Georgia",Chris Singleton,Small Forward and Power Forward,Right,230lb,NBA,singlch01,1596360,2012-13,2013,2012,Washington Wizards
11548,singlch01,21-Nov-89,"Canton, Georgia",0.6,37.6,31.9,63.3,148,8.2,4.1,3.2,2.3,42.3,Florida State University,18th overall,1st round,Washington Wizards,2011,8-Jun,"Dunwoody in Dunwoody, Georgia",Chris Singleton,Small Forward and Power Forward,Right,230lb,NBA,singlch01,1618680,2013-14,2014,2013,Washington Wizards
11553,sivape01,24-Oct-90,"Seattle, Washington",1.4,31.6,28,73.3,24,5.7,2.3,0.6,-0.2,37.7,University of Louisville,56th overall,2nd round,Detroit Pistons,2013,Jun-00,"Franklin in Seattle, Washington",Peyton Siva,Shooting Guard,Right,185lb,NBA,sivape01,100000,2014-15,2015,2014,Orlando Magic
11593,smartma01,6-Mar-94,"Flower Mound, Texas",3.9,37.2,31,76.4,341,11.8,9.3,3.5,16.2,45.1,Oklahoma State University,6th overall,1st round,Boston Celtics,2014,4-Jun,"Edward S. Marcus in Flower Mound, Texas",Marcus Smart,Shooting Guard and Point Guard,Right,220lb,NBA,smartma01,3283320,2014-15,2015,2014,Boston Celtics
11594,smartma01,6-Mar-94,"Flower Mound, Texas",3.9,37.2,31,76.4,341,11.8,9.3,3.5,16.2,45.1,Oklahoma State University,6th overall,1st round,Boston Celtics,2014,4-Jun,"Edward S. Marcus in Flower Mound, Texas",Marcus Smart,Shooting Guard and Point Guard,Right,220lb,NBA,smartma01,3431040,2015-16,2016,2015,Boston Celtics
11595,smartma01,6-Mar-94,"Flower Mound, Texas",3.9,37.2,31,76.4,341,11.8,9.3,3.5,16.2,45.1,Oklahoma State University,6th overall,1st round,Boston Celtics,2014,4-Jun,"Edward S. Marcus in Flower Mound, Texas",Marcus Smart,Shooting Guard and Point Guard,Right,220lb,NBA,smartma01,3578880,2016-17,2017,2016,Boston Celtics
11596,smartma01,6-Mar-94,"Flower Mound, Texas",3.9,37.2,31,76.4,341,11.8,9.3,3.5,16.2,45.1,Oklahoma State University,6th overall,1st round,Boston Celtics,2014,4-Jun,"Edward S. Marcus in Flower Mound, Texas",Marcus Smart,Shooting Guard and Point Guard,Right,220lb,NBA,smartma01,4538020,2017-18,2018,2017,Boston Celtics
11623,smithde03,25-Nov-97,"Fayetteville, North Carolina",5,40.7,31.6,66.8,122,12.6,14.5,3.4,-0.7,45.9,North Carolina State University,9th overall,1st round,Dallas Mavericks,2017,3-Jun,"Trinity Christian in Fayetteville, North Carolina",Dennis Smith Jr.,Point Guard,Right,195lb,NBA,smithde03,3218280,2017-18,2018,2017,Dallas Mavericks
11748,smithno01,25-Jul-88,"Louisville, Kentucky",1.2,37.1,26,71.4,84,7.5,3.3,1,-0.8,40.3,Duke University,21st overall,1st round,Portland Trail Blazers,2011,2-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Nolan Smith,Point Guard,Right,185lb,NBA,smithno01,1306920,2011-12,2012,2011,Portland Trail Blazers
11749,smithno01,25-Jul-88,"Louisville, Kentucky",1.2,37.1,26,71.4,84,7.5,3.3,1,-0.8,40.3,Duke University,21st overall,1st round,Portland Trail Blazers,2011,2-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Nolan Smith,Point Guard,Right,185lb,NBA,smithno01,1404960,2012-13,2013,2012,Portland Trail Blazers
11756,smithru01,19-Apr-91,"New York, New York",0.7,31.9,18.8,76.9,27,7.8,2,0.6,-0.2,35.1,University of Louisville,47th overall,2nd round,Philadelphia 76ers,2014,Jun-00,"South Kent School in South Kent, Connecticut",Russ Smith,Point Guard,Right,165lb,NBA,smithru01,816482,2014-15,2015,2014,Memphis Grizzlies
11757,smithru01,19-Apr-91,"New York, New York",0.7,31.9,18.8,76.9,27,7.8,2,0.6,-0.2,35.1,University of Louisville,47th overall,2nd round,Philadelphia 76ers,2014,Jun-00,"South Kent School in South Kent, Connecticut",Russ Smith,Point Guard,Right,165lb,NBA,smithru01,816482,2015-16,2016,2015,Memphis Grizzlies
11797,snellto01,10-Nov-91,"Los Angeles, California",1,42.5,38.2,81.9,442,9,6.2,2.4,13.5,53.4,University of New Mexico,20th overall,1st round,Chicago Bulls,2013,7-Jun,"King in Riverside, California",Tony Snell,Shooting Guard and Small Forward,Right,213lb,NBA,snellto01,1409040,2013-14,2014,2013,Chicago Bulls
11798,snellto01,10-Nov-91,"Los Angeles, California",1,42.5,38.2,81.9,442,9,6.2,2.4,13.5,53.4,University of New Mexico,20th overall,1st round,Chicago Bulls,2013,7-Jun,"King in Riverside, California",Tony Snell,Shooting Guard and Small Forward,Right,213lb,NBA,snellto01,1472400,2014-15,2015,2014,Chicago Bulls
11799,snellto01,10-Nov-91,"Los Angeles, California",1,42.5,38.2,81.9,442,9,6.2,2.4,13.5,53.4,University of New Mexico,20th overall,1st round,Chicago Bulls,2013,7-Jun,"King in Riverside, California",Tony Snell,Shooting Guard and Small Forward,Right,213lb,NBA,snellto01,1535880,2015-16,2016,2015,Chicago Bulls
11800,snellto01,10-Nov-91,"Los Angeles, California",1,42.5,38.2,81.9,442,9,6.2,2.4,13.5,53.4,University of New Mexico,20th overall,1st round,Chicago Bulls,2013,7-Jun,"King in Riverside, California",Tony Snell,Shooting Guard and Small Forward,Right,213lb,NBA,snellto01,2368327,2016-17,2017,2016,Milwaukee Bucks
11801,snellto01,10-Nov-91,"Los Angeles, California",1,42.5,38.2,81.9,442,9,6.2,2.4,13.5,53.4,University of New Mexico,20th overall,1st round,Chicago Bulls,2013,7-Jun,"King in Riverside, California",Tony Snell,Shooting Guard and Small Forward,Right,213lb,NBA,snellto01,9821429,2017-18,2018,2017,Milwaukee Bucks
11929,stausni01,7-Oct-93,"Mississauga, Canada",1.5,38.9,35.3,81.4,335,9.1,6.8,2.1,3.8,49,University of Michigan,8th overall,1st round,Sacramento Kings,2014,6-Jun,"St. Mark's School in Southborough, Massachusetts",Nik Stauskas,Shooting Guard,Right,205lb,NBA,stausni01,2745840,2014-15,2015,2014,Sacramento Kings
11930,stausni01,7-Oct-93,"Mississauga, Canada",1.5,38.9,35.3,81.4,335,9.1,6.8,2.1,3.8,49,University of Michigan,8th overall,1st round,Sacramento Kings,2014,6-Jun,"St. Mark's School in Southborough, Massachusetts",Nik Stauskas,Shooting Guard,Right,205lb,NBA,stausni01,2869440,2015-16,2016,2015,Philadelphia 76ers
11931,stausni01,7-Oct-93,"Mississauga, Canada",1.5,38.9,35.3,81.4,335,9.1,6.8,2.1,3.8,49,University of Michigan,8th overall,1st round,Sacramento Kings,2014,6-Jun,"St. Mark's School in Southborough, Massachusetts",Nik Stauskas,Shooting Guard,Right,205lb,NBA,stausni01,2993040,2016-17,2017,2016,Philadelphia 76ers
11932,stausni01,7-Oct-93,"Mississauga, Canada",1.5,38.9,35.3,81.4,335,9.1,6.8,2.1,3.8,49,University of Michigan,8th overall,1st round,Sacramento Kings,2014,6-Jun,"St. Mark's School in Southborough, Massachusetts",Nik Stauskas,Shooting Guard,Right,205lb,NBA,stausni01,3807147,2017-18,2018,2017,Brooklyn Nets
11944,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,750000,2010-11,2011,2010,Indiana Pacers
11945,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,810000,2011-12,2012,2011,Indiana Pacers
11946,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,870000,2012-13,2013,2012,Indiana Pacers
11947,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,1005000,2013-14,2014,2013,Indiana Pacers
11948,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,9000000,2014-15,2015,2014,Charlotte Hornets
11949,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,9000000,2015-16,2016,2015,Memphis Grizzlies
11950,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,4000000,2016-17,2017,2016,Indiana Pacers
11951,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,1227286,2016-17,2017,2016,New Orleans Pelicans
11952,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,144386,2016-17,2017,2016,Minnesota Timberwolves
11953,stephla01,5-Sep-90,"Brooklyn, New York",2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,40th overall,2nd round,Indiana Pacers,2010,6-Jun,"Abraham Lincoln in Brooklyn, New York",Lance Stephenson,Small Forward and Shooting Guard,Right,230lb,NBA,stephla01,4180000,2017-18,2018,2017,Indiana Pacers
12039,stokeja01,7-Jan-94,"Memphis, Tennessee",0.3,58.1,-,53.1,28,19.4,2.4,1.4,0.6,58.1,University of Tennessee,35th overall,2nd round,Utah Jazz,2014,9-Jun,"Southwind HS in Memphis, Tennessee",Jarnell Stokes,Center and Power Forward,Right,263lb,NBA,stokeja01,725000,2014-15,2015,2014,Memphis Grizzlies
12040,stokeja01,7-Jan-94,"Memphis, Tennessee",0.3,58.1,-,53.1,28,19.4,2.4,1.4,0.6,58.1,University of Tennessee,35th overall,2nd round,Utah Jazz,2014,9-Jun,"Southwind HS in Memphis, Tennessee",Jarnell Stokes,Center and Power Forward,Right,263lb,NBA,stokeja01,845059,2015-16,2016,2015,New Orleans Pelicans
12041,stokeja01,7-Jan-94,"Memphis, Tennessee",0.3,58.1,-,53.1,28,19.4,2.4,1.4,0.6,58.1,University of Tennessee,35th overall,2nd round,Utah Jazz,2014,9-Jun,"Southwind HS in Memphis, Tennessee",Jarnell Stokes,Center and Power Forward,Right,263lb,NBA,stokeja01,150000,2016-17,2017,2016,Denver Nuggets
12042,stonedi01,10-Feb-97,"Milwaukee, Wisconsin",0,23.1,-,100,7,-1.2,1.4,0.9,-0.1,23.1,University of Maryland,40th overall,2nd round,New Orleans Pelicans,2016,11-Jun,"Dominican in Whitefish Bay, Wisconsin",Diamond Stone,Center,Right,255lb,NBA,stonedi01,543471,2016-17,2017,2016,Los Angeles Clippers
12043,stonedi01,10-Feb-97,"Milwaukee, Wisconsin",0,23.1,-,100,7,-1.2,1.4,0.9,-0.1,23.1,University of Maryland,40th overall,2nd round,New Orleans Pelicans,2016,11-Jun,"Dominican in Whitefish Bay, Wisconsin",Diamond Stone,Center,Right,255lb,NBA,stonedi01,1312611,2017-18,2018,2017,Atlanta Hawks
12044,stonedi01,10-Feb-97,"Milwaukee, Wisconsin",0,23.1,-,100,7,-1.2,1.4,0.9,-0.1,23.1,University of Maryland,40th overall,2nd round,New Orleans Pelicans,2016,11-Jun,"Dominican in Whitefish Bay, Wisconsin",Diamond Stone,Center,Right,255lb,NBA,stonedi01,50000,2017-18,2018,2017,Chicago Bulls
12140,sullija01,4-Mar-92,"Columbus, Ohio",1.8,43.6,27.2,72.3,269,16.2,10.8,7.5,15.3,46.3,Ohio State University,21st overall,1st round,Boston Celtics,2012,9-Jun,"Northland in Columbus, Ohio",Jared Sullinger,Power Forward,Right,260lb,NBA,sullija01,1306920,2012-13,2013,2012,Boston Celtics
12141,sullija01,4-Mar-92,"Columbus, Ohio",1.8,43.6,27.2,72.3,269,16.2,10.8,7.5,15.3,46.3,Ohio State University,21st overall,1st round,Boston Celtics,2012,9-Jun,"Northland in Columbus, Ohio",Jared Sullinger,Power Forward,Right,260lb,NBA,sullija01,1365720,2013-14,2014,2013,Boston Celtics
12142,sullija01,4-Mar-92,"Columbus, Ohio",1.8,43.6,27.2,72.3,269,16.2,10.8,7.5,15.3,46.3,Ohio State University,21st overall,1st round,Boston Celtics,2012,9-Jun,"Northland in Columbus, Ohio",Jared Sullinger,Power Forward,Right,260lb,NBA,sullija01,1424520,2014-15,2015,2014,Boston Celtics
12143,sullija01,4-Mar-92,"Columbus, Ohio",1.8,43.6,27.2,72.3,269,16.2,10.8,7.5,15.3,46.3,Ohio State University,21st overall,1st round,Boston Celtics,2012,9-Jun,"Northland in Columbus, Ohio",Jared Sullinger,Power Forward,Right,260lb,NBA,sullija01,2269260,2015-16,2016,2015,Boston Celtics
12144,sullija01,4-Mar-92,"Columbus, Ohio",1.8,43.6,27.2,72.3,269,16.2,10.8,7.5,15.3,46.3,Ohio State University,21st overall,1st round,Boston Celtics,2012,9-Jun,"Northland in Columbus, Ohio",Jared Sullinger,Power Forward,Right,260lb,NBA,sullija01,5628000,2016-17,2017,2016,Phoenix Suns
12178,swanica01,18-Apr-97,"Indianapolis, Indiana",0.5,37.2,13.3,66.7,48,6.1,2.2,2.5,-0.2,38.1,Purdue University,26th overall,1st round,Portland Trail Blazers,2017,9-Jun,"Homestead in Fort Wayne, Indiana",Caleb Swanigan,Power Forward,Right,250lb,NBA,swanica01,1465920,2017-18,2018,2017,Portland Trail Blazers
12227,tatumja01,3-Mar-98,"St. Louis, Missouri",1.9,46.1,40,84,159,15.2,14.8,5.5,12,52,Duke University,3rd overall,1st round,Boston Celtics,2017,8-Jun,"Chaminade College Prep in St. Louis, Missouri",Jayson Tatum,Small Forward,Right,208lb,NBA,tatumja01,5645400,2017-18,2018,2017,Boston Celtics
12236,tayloje03,23-May-89,"Norrkoping, Sweden",0.8,40.9,31.9,66.5,132,8.9,6.1,2,1.3,46.5,Vanderbilt University,31st overall,2nd round,Charlotte Bobcats,2012,7-Jun,"Hobbs in Hobbs, New Mexico",Jeff Taylor,Small Forward,Right,225lb,NBA,tayloje03,575000,2012-13,2013,2012,Charlotte Bobcats
12237,tayloje03,23-May-89,"Norrkoping, Sweden",0.8,40.9,31.9,66.5,132,8.9,6.1,2,1.3,46.5,Vanderbilt University,31st overall,2nd round,Charlotte Bobcats,2012,7-Jun,"Hobbs in Hobbs, New Mexico",Jeff Taylor,Small Forward,Right,225lb,NBA,tayloje03,788872,2013-14,2014,2013,Charlotte Bobcats
12238,tayloje03,23-May-89,"Norrkoping, Sweden",0.8,40.9,31.9,66.5,132,8.9,6.1,2,1.3,46.5,Vanderbilt University,31st overall,2nd round,Charlotte Bobcats,2012,7-Jun,"Hobbs in Hobbs, New Mexico",Jeff Taylor,Small Forward,Right,225lb,NBA,tayloje03,915243,2014-15,2015,2014,Charlotte Hornets
12256,tayloty01,12-Apr-90,"Hoboken, New Jersey",0.9,35.4,36,68.4,61,5.8,2.9,0.5,-0.9,37.9,University of Kansas,41st overall,2nd round,Portland Trail Blazers,2012,3-Jun,"Saint Anthony in Jersey City, New Jersey",Tyshawn Taylor,Point Guard,Right,185lb,NBA,tayloty01,473604,2012-13,2013,2012,Brooklyn Nets
12257,tayloty01,12-Apr-90,"Hoboken, New Jersey",0.9,35.4,36,68.4,61,5.8,2.9,0.5,-0.9,37.9,University of Kansas,41st overall,2nd round,Portland Trail Blazers,2012,3-Jun,"Saint Anthony in Jersey City, New Jersey",Tyshawn Taylor,Point Guard,Right,185lb,NBA,tayloty01,788872,2013-14,2014,2013,Brooklyn Nets
12272,teaguma01,28-Feb-93,"Indianapolis, Indiana",1.5,34.3,22.2,66.1,91,4.9,2.4,1,-0.9,36.3,University of Kentucky,29th overall,1st round,Chicago Bulls,2012,2-Jun,"Pike in Indianapolis, Indiana",Marquis Teague,Point Guard and Shooting Guard,Right,189lb,NBA,teaguma01,1028400,2012-13,2013,2012,Chicago Bulls
12273,teaguma01,28-Feb-93,"Indianapolis, Indiana",1.5,34.3,22.2,66.1,91,4.9,2.4,1,-0.9,36.3,University of Kentucky,29th overall,1st round,Chicago Bulls,2012,2-Jun,"Pike in Indianapolis, Indiana",Marquis Teague,Point Guard and Shooting Guard,Right,189lb,NBA,teaguma01,1074720,2013-14,2014,2013,Chicago Bulls
12274,teaguma01,28-Feb-93,"Indianapolis, Indiana",1.5,34.3,22.2,66.1,91,4.9,2.4,1,-0.9,36.3,University of Kentucky,29th overall,1st round,Chicago Bulls,2012,2-Jun,"Pike in Indianapolis, Indiana",Marquis Teague,Point Guard and Shooting Guard,Right,189lb,NBA,teaguma01,1120920,2014-15,2015,2014,Philadelphia 76ers
12275,teaguma01,28-Feb-93,"Indianapolis, Indiana",1.5,34.3,22.2,66.1,91,4.9,2.4,1,-0.9,36.3,University of Kentucky,29th overall,1st round,Chicago Bulls,2012,2-Jun,"Pike in Indianapolis, Indiana",Marquis Teague,Point Guard and Shooting Guard,Right,189lb,NBA,teaguma01,157945,2017-18,2018,2017,Memphis Grizzlies
12350,thomais02,7-Feb-89,"Tacoma, Washington",5.1,43.7,36,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,9-May,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb,NBA,thomais02,473604,2011-12,2012,2011,Sacramento Kings
12351,thomais02,7-Feb-89,"Tacoma, Washington",5.1,43.7,36,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,9-May,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb,NBA,thomais02,762195,2012-13,2013,2012,Sacramento Kings
12352,thomais02,7-Feb-89,"Tacoma, Washington",5.1,43.7,36,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,9-May,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb,NBA,thomais02,884293,2013-14,2014,2013,Sacramento Kings
12353,thomais02,7-Feb-89,"Tacoma, Washington",5.1,43.7,36,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,9-May,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb,NBA,thomais02,7238606,2014-15,2015,2014,Boston Celtics
12354,thomais02,7-Feb-89,"Tacoma, Washington",5.1,43.7,36,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,9-May,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb,NBA,thomais02,6912869,2015-16,2016,2015,Boston Celtics
12355,thomais02,7-Feb-89,"Tacoma, Washington",5.1,43.7,36,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,9-May,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb,NBA,thomais02,6587132,2016-17,2017,2016,Boston Celtics
12356,thomais02,7-Feb-89,"Tacoma, Washington",5.1,43.7,36,87.4,485,20.3,18.6,2.5,45.3,50.7,University of Washington,60th overall,2nd round,Sacramento Kings,2011,9-May,"South Kent School in South Kent, Connecticut",Isaiah Thomas,Point Guard and Shooting Guard,Left,185lb,NBA,thomais02,6261395,2017-18,2018,2017,Los Angeles Lakers
12436,thomptr02,20-May-90,"Long Island, New York",0.1,39.3,30.8,71.4,24,12,2.4,1,0,42.6,University of Georgia,37th overall,2nd round,Los Angeles Clippers,2011,10-Jun,"Wesleyan School in Norcross, Georgia",Trey Thompkins,Center,Right,245lb,NBA,thomptr02,473604,2011-12,2012,2011,Los Angeles Clippers
12437,thomptr02,20-May-90,"Long Island, New York",0.1,39.3,30.8,71.4,24,12,2.4,1,0,42.6,University of Georgia,37th overall,2nd round,Los Angeles Clippers,2011,10-Jun,"Wesleyan School in Norcross, Georgia",Trey Thompkins,Center,Right,245lb,NBA,thomptr02,762195,2012-13,2013,2012,Los Angeles Clippers
12466,thompkl01,8-Feb-90,"Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,7-Jun,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb,NBA,thompkl01,2126520,2011-12,2012,2011,Golden State Warriors
12467,thompkl01,8-Feb-90,"Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,7-Jun,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb,NBA,thompkl01,2286000,2012-13,2013,2012,Golden State Warriors
12468,thompkl01,8-Feb-90,"Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,7-Jun,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb,NBA,thompkl01,2317920,2013-14,2014,2013,Golden State Warriors
12469,thompkl01,8-Feb-90,"Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,7-Jun,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb,NBA,thompkl01,3075880,2014-15,2015,2014,Golden State Warriors
12470,thompkl01,8-Feb-90,"Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,7-Jun,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb,NBA,thompkl01,15500000,2015-16,2016,2015,Golden State Warriors
12471,thompkl01,8-Feb-90,"Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,7-Jun,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb,NBA,thompkl01,16663575,2016-17,2017,2016,Golden State Warriors
12472,thompkl01,8-Feb-90,"Los Angeles, California",2.3,45.9,41.9,84.8,615,16.4,19.5,3.5,46.8,55.1,Washington State University,11th overall,1st round,Golden State Warriors,2011,7-Jun,"Santa Margarita Catholic in Rancho Santa Margarita, California",Klay Thompson,Shooting Guard,Right,215lb,NBA,thompkl01,17826150,2017-18,2018,2017,Golden State Warriors
12493,thomptr01,13-Mar-91,"Toronto, Canada",0.9,51.9,0,61,562,15.4,9.2,8.6,40,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,10-Jun,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb,NBA,thomptr01,3726600,2011-12,2012,2011,Cleveland Cavaliers
12494,thomptr01,13-Mar-91,"Toronto, Canada",0.9,51.9,0,61,562,15.4,9.2,8.6,40,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,10-Jun,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb,NBA,thomptr01,4006080,2012-13,2013,2012,Cleveland Cavaliers
